OTU ID,SK01,SK02,SK04,SK05,SK06,SK07,SK08,SK09,SK10,SK11,SK12,SK13,SK14,SK15,SK16,SK17,taxonomy
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Coriobacteriaceae_UCG-002,779,625,750,225,178,22,64,0,81,47,39,205,0,24,5,8,
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella,0,0,0,0,19,99,195,843,261,26,29,99,481,149,0,0,
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enterorhabdus,17,9,0,0,9,0,18,0,26,25,0,0,0,0,40,0,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,10014,6738,7253,5490,9093,3580,4277,6574,11244,1317,815,768,743,3666,21360,11708,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter,0,0,0,0,0,0,0,0,0,143,80,0,5,20,0,0,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__,1547,800,416,577,2615,742,1972,5325,3803,1768,957,1532,3268,1198,52,109,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,0,0,0,0,0,0,0,0,0,400,288,145,19,124,0,0,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group,716,618,483,23,0,0,0,0,0,418,733,392,108,185,0,0,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,0,0,0,0,3611,476,891,709,1798,4458,4228,3880,555,6122,0,0,
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus,0,0,0,0,0,0,0,0,0,4,0,31,279,460,121,97,
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus,538,613,627,306,79,74,119,322,188,269,126,195,2215,709,403,98,
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus,799,32,50,109,0,63,533,62,92,1421,1328,580,1899,1830,4096,1657,
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,123,64,58,49,22,0,11,0,135,0,0,0,169,76,66,19,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__Catabacter,0,0,0,0,0,0,0,0,0,22,30,29,29,10,0,0,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto_18,0,0,0,0,38,62,51,107,92,0,0,0,0,0,0,0,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_vadinBB60_group;g__,14,0,15,11,98,9,13,35,35,177,239,59,0,99,28,86,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XIII;g__,1014,390,0,366,0,10,10,8,28,33,4,127,57,75,0,0,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__,286,84,11,16,128,137,108,100,109,10,0,15,46,20,191,30,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__ASF356,49,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Acetatifactor,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes,0,0,0,0,45,35,27,44,46,68,24,88,386,150,0,0,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia,277,884,505,337,416,326,207,403,454,801,681,1236,2681,1355,844,356,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium,316,0,0,44,34,37,39,26,49,70,0,205,0,13,0,0,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiraceae_NK4A136_group,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-004,17,0,0,14,0,0,15,16,0,0,0,0,0,0,0,0,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-006,8,0,0,0,0,28,36,16,79,0,0,0,0,0,0,0,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Robinsoniella,874,492,487,281,73,13,33,21,22,65,103,39,77,47,988,621,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__,21,2,0,7,0,0,19,0,0,0,0,0,0,0,0,0,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus,279,80,56,45,77,9,23,31,20,0,5,0,0,24,68,35,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Caproiciproducens,136,40,0,63,66,64,88,63,111,0,12,9,0,0,0,0,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__GCA-900066225,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium_5,183,15,59,16,14,80,97,19,48,5,0,0,0,2,5,0,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium_9,44,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__,2711,4124,2705,1715,528,694,595,739,1766,383,229,890,4594,1697,2434,1722,
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella,4014,1964,0,436,5906,4232,8986,7640,11918,6565,5571,5277,13597,8634,0,0,
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium,455,352,0,268,83,101,404,97,499,184,414,9,11,148,0,0,
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum,0,0,0,0,353,593,1023,1752,1334,209,88,218,41,129,0,0,
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__,157,0,83,10,0,0,0,0,0,134,284,174,3,226,0,0,
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila,33,9,20,6,0,0,0,0,0,0,7,0,0,7,0,0,
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio,0,0,0,0,22,132,165,75,54,156,153,83,58,123,0,0,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Parasutterella,835,445,679,201,292,72,220,205,291,444,677,258,135,537,1237,795,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__,29,8,53,12,0,0,0,0,0,22,55,46,28,37,0,0,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella,0,0,0,0,21,16,9,30,48,92,229,232,1213,1433,9208,5699,
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia,11938,7801,6298,5099,8103,4927,11716,15207,16822,9140,6277,9053,8125,9482,16262,7102,