	S191030.5.0	S191030.3.1	S190905.4.2	S190905.4.0	S191030.4.2	S191126.3.3	S190905.4.3	S190905.5.0	S191126.4.2	S191126.3.2	S191030.5.3	S191030.4.3	S191030.4.0	S191126.3.1	S191002.4.2	S191126.5.1	S191030.3.2	S191003.5.1	S191002.3.3	S190905.3.3	S191126.5.0	S190905.5.1	S191126.5.2	S191030.3.3	S191030.4.1	S191002.3.2	S190905.5.3	S191003.5.0	S191126.3.0	S191003.4.0	S191002.5.3	S191030.5.2	S190905.3.0	S191003.5.2	S191126.5.3	S191002.4.1	S191030.5.1	S191002.4.3	S190905.3.1	S191126.4.1	S191030.3.0	S191002.3.1	S190905.4.1	S190905.3.2	S190905.5.2	S191126.4.0
S191126.5.2	0.28354569365498056	0.6138311993896443	2.6230744455323443	2.628816536206553	2.8250428326255146	0.3571106038359486	2.3380013307651977	2.5076339319040652	2.9886480397057116	0.5514814830905872	0.1303183037155492	2.4768677858372983	2.5374252949626395	0.6846798281549811	2.5189511794042674	0.47664378853146394	0.3558138368846183	1.5329496329844214	1.4813512887901255	2.6582946511080205	0.26538392266417316	2.7220692734430134	0.0	0.06057930196718534	3.067482319701582	1.1873665303601846	2.4550258230975635	1.7031624998629105	0.6421117837153076	2.3447090094511838	1.142736962307904	0.27832788873521763	2.340759177229514	0.7707311175675072	0.3005572793033194	3.218919827296507	0.7722310969623075	2.8193608866817788	2.591369368904864	3.519653257305573	0.31731843471060794	0.9071132757339817	2.567327770813093	2.672212643525145	2.7591711987624103	2.938902313955417
S191030.3.3	0.25017842179641914	0.5648753768449393	2.6127122843673267	2.6284247924602426	2.7717472281508932	0.3191048348960494	2.3446458081639383	2.505288950865406	2.934298990058055	0.4921028182622877	0.1698356489028232	2.4244226658498764	2.4856698339664627	0.6422516567328621	2.464650699741341	0.4424771630722159	0.35028673430587726	1.4803573875940053	1.4224321639726292	2.652922342639965	0.2184424705423898	2.712628971327228	0.06057930196718534	0.0	3.01531328264605	1.1403825385313944	2.455222207495038	1.6643456990068457	0.585635974694787	2.2888048288979688	1.0862940149236802	0.23804410888805017	2.337373496865475	0.7484462248345223	0.2860410738754317	3.1633133759664465	0.7171459742905535	2.762921074266456	2.590206453460607	3.4665142664727355	0.27005982274228735	0.8499987185374179	2.563177170093456	2.6769911376550124	2.7582610746419642	2.8847772935110703
S191030.4.1	2.9822442813765693	2.4557414756318225	2.4053179466771213	2.8190476598385126	0.27380870854446093	2.728015437995355	2.9801403036347165	2.7063737009603757	0.2533077550870689	2.55949162155592	3.1810490128549143	0.5915483573256785	0.5401003823546476	2.4211593250541137	0.5860443620845364	2.633327116768112	2.85807666945009	1.5388488046416005	1.708533139367437	2.6353860697194023	2.914311069923223	2.475899608608464	3.067482319701582	3.01531328264605	0.0	1.906478075143427	2.7929991055356385	1.5612961202163513	2.481018241724138	0.8692495778431328	1.9498801060398063	2.982908537844701	2.611785667752183	2.494477973158802	3.1152718604969065	0.5004276903312399	2.549184759679624	0.5562788224756943	2.7745578441426004	0.570235371909705	2.8513531454914065	2.283672687635901	2.647630286212517	3.0455308665386944	2.8529137226518624	0.32003959140259663
S191002.3.2	1.168697822947567	0.5801509899907294	1.9179235592235455	2.1080340815331176	1.6814498607256703	0.840825496315578	1.981296012077276	1.9785912349444674	1.857855684147349	0.759027282192232	1.3099999489611327	1.322084440204019	1.386357985181591	0.5795562296071377	1.3892762949293949	0.7370707417655887	0.9538378083769595	0.4495754747857578	0.6478621174936966	2.0604394121488325	1.0890305044719386	2.031093957462153	1.1873665303601846	1.1403825385313944	1.906478075143427	0.0	1.987808076045676	0.6009386301216441	0.7169299059177815	1.2919830199957236	0.36348530121889877	1.1672555228899062	1.797001813856324	0.6244093364325087	1.3018205050764982	2.123299895752861	0.9329378461387571	1.7387747136748517	2.060909407187424	2.3928830305883833	1.0331361070874672	0.6862313649793522	1.987077536535937	2.24954900186387	2.2253653211337507	1.8187934322212762
S190905.5.3	2.551415093524925	2.168783440772493	0.547845825511957	0.3233944213788831	2.7194004769087483	2.2054177329949507	0.43354924425716274	0.13951366021913195	2.9050154924872738	2.4123989246590756	2.560259177246726	2.47247234771834	2.4445357398326713	2.0456512711893096	2.626425451111408	2.102545200246281	2.1424831574995222	2.1562612235718293	2.5558433367099096	0.31390836830034274	2.5009067201457404	0.5308402121442741	2.4550258230975635	2.455222207495038	2.7929991055356385	1.987808076045676	0.0	1.6168275245993933	2.3578088392202834	2.6611945910712547	2.3082676428377007	2.6031711085148297	0.2964051846926134	1.8263295181473262	2.677752160655471	3.170278364284884	2.6015313154818642	2.9799560288862903	0.2926510434976407	3.1719230582732476	2.4461788401846465	2.430297209926547	0.29217863506372926	0.36843514323181614	0.3474838124460412	2.85064646574685
S191003.5.0	1.6987387902754973	1.1214809645582686	1.436028639165027	1.7093826185583982	1.3861643679493274	1.3467041438730722	1.6898920907829644	1.576982374358451	1.5812799730856162	1.3271981654484362	1.8299569917055034	1.044852486761555	1.073432755514905	1.0559227144056733	1.1701826668869433	1.2279483914557043	1.4201328573249057	0.6031721123725745	1.011741087815638	1.6143272018203412	1.6235446707563699	1.5452597753209674	1.7031624998629105	1.6643456990068457	1.5612961202163513	0.6009386301216441	1.6168275245993933	0.0	1.260889083599521	1.1732878833172722	0.8888234605314911	1.7142411564185538	1.413631524264807	1.0056072989028437	1.8421580267040918	1.871540962138806	1.465047311743488	1.5564444771088106	1.6598710674954047	2.0497364083295326	1.5594467791312188	1.200993179074248	1.5623611731795974	1.8891811916413654	1.8052968751235976	1.5390795435926448
S191126.3.0	0.5015907965657023	0.27562692791925103	2.429802292189753	2.5367428817949036	2.22811229895548	0.4060662000328697	2.3322007237135702	2.387174534693908	2.383860747588284	0.14587825326301238	0.7316391869421148	1.8930089390212022	1.9495767771697765	0.3169148153783305	1.9210013126631131	0.42762581667902233	0.6274263654612673	0.9474278988085523	0.8784318492836239	2.5010875851969923	0.437443249769286	2.530841127463179	0.6421117837153076	0.585635974694787	2.481018241724138	0.7169299059177815	2.3578088392202834	1.260889083599521	0.0	1.719880570528082	0.5574675129657781	0.5080899712521904	2.2253435096479035	0.6823010587019738	0.6368483904101269	2.597555900028237	0.2893926618233657	2.200197734012114	2.4913611066507326	2.90829183693734	0.37572449402096547	0.2714031351438252	2.4342060563581214	2.6290244918976957	2.651301987618575	2.327866663656777
S191003.4.0	2.216020826647586	1.756720664034239	2.41477095903578	2.76412542687717	0.5962985553182673	2.0295011116190533	2.8176253880847	2.6115238317837024	0.7026294440957743	1.8084254845915582	2.445717768075615	0.4432508081744044	0.46415719902573344	1.7252525030942718	0.34986450479302733	1.9571361064484218	2.196315381975741	0.8532503197424823	0.9307408568950921	2.5968089333854905	2.156492876266262	2.5005755105778085	2.3447090094511838	2.2888048288979688	0.8692495778431328	1.2919830199957236	2.6611945910712547	1.1732878833172722	1.719880570528082	0.0	1.2161747989036455	2.216947702692917	2.4930802290653693	1.903029077504634	2.343386227434842	0.8780517942151779	1.7378217484461622	0.4954933777290448	2.713360182651227	1.216090461354873	2.0939829722708785	1.4897312007629255	2.5935120728010914	2.961881216654568	2.82223595550217	0.634952087672905
S191002.5.3	1.049933911540451	0.5651228351675038	2.25419454021728	2.4480607281208777	1.6989506889402888	0.8387349791716359	2.318237542554417	2.305528436666162	1.8546934401877888	0.6138591220764273	1.2472128022802302	1.3597648653198138	1.4292364471858627	0.5967522331462635	1.3852441539231712	0.7797542225039006	1.0124288018867045	0.44241996449888576	0.3797810816141407	2.3849551708975727	0.9790094179229653	2.3627857631548124	1.142736962307904	1.0862940149236802	1.9498801060398063	0.36348530121889877	2.3082676428377007	0.8888234605314911	0.5574675129657781	1.2161747989036455	0.0	1.0394698513342386	2.134577483420326	0.821188772477231	1.1740720089450978	2.084318132771587	0.679246106140834	1.6798978704622274	2.399874994860477	2.4003319050231107	0.925026619592245	0.4219857074876698	2.3225971814534296	2.5851599767599214	2.558706861875052	1.8102679077673665
S191030.5.2	0.09466848851946608	0.5998808659042442	2.747884804613743	2.787122824944542	2.7299271167029677	0.43227550929725256	2.521784697649759	2.6512646302793597	2.8834544652318317	0.42761262311808634	0.28659004326596904	2.3933855691952965	2.453994039240514	0.6741365681503548	2.4189584868182243	0.5575102449655007	0.5530389988829304	1.4496758991101664	1.341082089572881	2.7902397886466175	0.10708625535371416	2.8466094090764154	0.27832788873521763	0.23804410888805017	2.982908537844701	1.1672555228899062	2.6031711085148297	1.7142411564185538	0.5080899712521904	2.216947702692917	1.0394698513342386	0.0	2.489208569331735	0.8902836865100436	0.1373182311059016	3.094243808280572	0.5448488355865136	2.692084812005864	2.7465771934459906	3.4131500782097692	0.1819695111823072	0.7379669637954207	2.710588441293507	2.84416501370119	2.9104022823707174	2.830233532325193
S190905.3.0	2.44616734977729	2.0193856987624357	0.4013035252465879	0.31537811509409164	2.538578911050446	2.074596950249432	0.39940119095863896	0.23520988649738409	2.727123853013368	2.27159912903176	2.4530473225447174	2.2806205618219972	2.2635187697397168	1.912516464985627	2.4372338040012584	1.9633112768991277	2.010282887166575	1.978035192350195	2.3750190551158825	0.37679859076421024	2.3883862694237994	0.4571734596349621	2.340759177229514	2.337373496865475	2.611785667752183	1.797001813856324	0.2964051846926134	1.413631524264807	2.2253435096479035	2.4930802290653693	2.134577483420326	2.489208569331735	0.0	1.6644328974662428	2.57325737738759	3.0076805106026847	2.4807219655398756	2.80416082482592	0.26758042717947095	3.0238991473579326	2.335157185863729	2.295998054803073	0.23196722675056364	0.47629997585548584	0.44138121372931655	2.682710861998976
S191003.5.2	0.8781790776484221	0.4176384843028924	1.905222397778583	1.965159432036662	2.2819049838735173	0.45910500591577486	1.7261072871531005	1.852258781984104	2.464460453172022	0.6658665452506909	0.8999903946475976	1.9219637529920983	1.9766564205095323	0.41483260560426116	2.0021029384621065	0.3347167645294863	0.4357183878921715	1.0516735770501184	1.192938447058063	1.9860892658918008	0.8022250947486937	2.0140120900039076	0.7707311175675072	0.7484462248345223	2.494477973158802	0.6244093364325087	1.8263295181473262	1.0056072989028437	0.6823010587019738	1.903029077504634	0.821188772477231	0.8902836865100436	1.6644328974662428	0.0	0.997299832029908	2.733558179683782	0.9710440447481609	2.357434754983489	1.9246508090902812	2.981246311416476	0.7629634967503872	0.8631117342442757	1.8873873928350944	2.049085512204824	2.1008947346956157	2.421767694948594
S191126.5.3	0.15395817298826855	0.7307095562776212	2.843111560996842	2.8671272073887546	2.8613119446978734	0.5401967245903386	2.590971944151132	2.73127621118924	3.013864492939822	0.5638181204170567	0.24724530883209384	2.5264100135964602	2.5856067564165564	0.7942862212478558	2.5508415256001102	0.6687449364278661	0.6288222181524533	1.5822089968275346	1.4702152271525002	2.8746757157944436	0.21895381153230298	2.9395336604462594	0.3005572793033194	0.2860410738754317	3.1152718604969065	1.3018205050764982	2.677752160655471	1.8421580267040918	0.6368483904101269	2.343386227434842	1.1740720089450978	0.1373182311059016	2.57325737738759	0.997299832029908	0.0	3.2207959401735744	0.644810541261426	2.8196106723270242	2.8275301990569655	3.5404601725832925	0.28976401350977715	0.8580661210683407	2.7954399970275197	2.9149499163282004	2.989623263815544	2.9590300896770554
S191002.4.1	3.0940575360262668	2.623903377177992	2.8238940564683817	3.229208741799482	0.5124805258026506	2.898168296450928	3.3749586878353046	3.0951598944057754	0.33064211081092676	2.6840120940451975	3.321726477373398	0.8498634008676944	0.8015675823582965	2.5903811046045644	0.7504769261183079	2.8194356345381753	3.0555605972713797	1.7046847543786245	1.786556318346991	3.02966353470658	3.0342855043966352	2.8905358893912636	3.218919827296507	3.1633133759664465	0.5004276903312399	2.123299895752861	3.170278364284884	1.871540962138806	2.597555900028237	0.8780517942151779	2.084318132771587	3.094243808280572	3.0076805106026847	2.733558179683782	3.2207959401735744	0.0	2.6106325057679287	0.4214438779713882	3.1823002370790014	0.43281456184821254	2.9718127224024027	2.366939749725895	3.0521662186684266	3.4485306178504964	3.258294984905739	0.3357858541999469
S191030.5.1	0.5421011589687003	0.5629437716878213	2.6756226171817823	2.792897150413105	2.2856755911056013	0.6457647362875104	2.597348416796183	2.6328808004543074	2.4262792953215064	0.3518009280336741	0.8222426723345253	1.9716711326943337	2.026149483842025	0.5907279660740965	1.9772291848022383	0.6983508888004039	0.8647644735909215	1.0601665236712123	0.9024625079653552	2.7408499475224106	0.5150770575130541	2.7729851597544743	0.7722310969623075	0.7171459742905535	2.549184759679624	0.9329378461387571	2.6015313154818642	1.465047311743488	0.2893926618233657	1.7378217484461622	0.679246106140834	0.5448488355865136	2.4807219655398756	0.9710440447481609	0.644810541261426	2.6106325057679287	0.0	2.213951278145903	2.746419178692927	2.9421711557387207	0.4698536534173076	0.2789218104827522	2.6843298783948875	2.8855316716170396	2.900172126388426	2.365229641298629
S191002.4.3	2.6962451040571063	2.2285208693058314	2.666477744938874	3.0505317697918213	0.3595996707834108	2.504336982711346	3.1507282267948424	2.9136772182292376	0.3113391674284383	2.280751490476357	2.920960510371067	0.5473218669624147	0.5443688618014815	2.206677215923146	0.40115239262649666	2.4288772858263434	2.6644198987932604	1.3198195973270652	1.371797949185523	2.872863104589364	2.6353840257756485	2.7462702635232032	2.8193608866817788	2.762921074266456	0.5562788224756943	1.7387747136748517	2.9799560288862903	1.5564444771088106	2.200197734012114	0.4954933777290448	1.6798978704622274	2.692084812005864	2.80416082482592	2.357434754983489	2.8196106723270242	0.4214438779713882	2.213951278145903	0.0	3.001990952837804	0.8154094400289171	2.575539847358187	1.9709439711999364	2.8773799561159183	3.263403922035647	3.098156960363579	0.2947604625047392
S190905.3.1	2.7026119200584064	2.284588219965405	0.39903855533380284	0.0532604381973984	2.7213882093540396	2.333566803164946	0.414767685178439	0.20151160884017863	2.905514746905907	2.536843765834384	2.7013977913581044	2.482021810141769	2.4591596501918023	2.177914324669974	2.6418648221787584	2.223720633766361	2.2620789548055353	2.232862494947649	2.634136236639381	0.2821183679139924	2.646227426185866	0.38870370934310683	2.591369368904864	2.590206453460607	2.7745578441426004	2.060909407187424	0.2926510434976407	1.6598710674954047	2.4913611066507326	2.713360182651227	2.399874994860477	2.7465771934459906	0.26758042717947095	1.9246508090902812	2.8275301990569655	3.1823002370790014	2.746419178692927	3.001990952837804	0.0	3.1689368107231854	2.594062806661738	2.5628653043479943	0.13946130910446783	0.2736951178910273	0.1966564768043159	2.863346967384883
S191126.4.1	3.4065007279682535	2.915391009626554	2.791984014324611	3.2130548709209132	0.736520258676782	3.1857886262042725	3.408238024372325	3.086862833676746	0.5933329074446294	3.000130804959295	3.6276800559459157	1.0908546199361244	1.0114058494594962	2.8661882216314902	1.0462628808183052	3.098384933767501	3.3312652694516522	1.990467195085817	2.1362014856128138	2.99550808077614	3.3452793845519633	2.84356411808479	3.519653257305573	3.4665142664727355	0.570235371909705	2.3928830305883833	3.1719230582732476	2.0497364083295326	2.90829183693734	1.216090461354873	2.4003319050231107	3.4131500782097692	3.0238991473579326	2.981246311416476	3.5404601725832925	0.43281456184821254	2.9421711557387207	0.8154094400289171	3.1689368107231854	0.0	3.279021107174852	2.6885917277846283	3.0354947509463086	3.436738844307797	3.2222747231294755	0.5977348058404826
S191030.3.0	0.13978130136258282	0.46625393730843073	2.587957416490278	2.635781614648333	2.6006109515027664	0.31405715889268515	2.382516303051866	2.49320423004282	2.7581981665671447	0.32897466504346023	0.37861934865881836	2.2629035021656625	2.31794265824801	0.5084884994563648	2.294922467511925	0.4305803910920096	0.4805330556140832	1.3139135202525771	1.2461489215299026	2.628247156776413	0.08080613091097386	2.684977829813262	0.31731843471060794	0.27005982274228735	2.8513531454914065	1.0331361070874672	2.4461788401846465	1.5594467791312188	0.37572449402096547	2.0939829722708785	0.925026619592245	0.1819695111823072	2.335157185863729	0.7629634967503872	0.28976401350977715	2.9718127224024027	0.4698536534173076	2.575539847358187	2.594062806661738	3.279021107174852	0.0	0.6212739333614796	2.5537817528424522	2.6973963119747144	2.75500940465101	2.7011977342077866
S191002.3.1	0.7324435491073314	0.47996657170702056	2.462959455225202	2.6107957568068976	2.0232766057646474	0.6714599716336386	2.444257118508209	2.450489193297703	2.1700873544824097	0.3837873932589581	0.9875427543398086	1.7028356528118151	1.7566583486260934	0.4830364501744305	1.7162051960812768	0.6715964187872763	0.8898299164613447	0.7824372353495148	0.6696882784650928	2.5464208346250365	0.6816714132673661	2.5623281959436963	0.9071132757339817	0.8499987185374179	2.283672687635901	0.6862313649793522	2.430297209926547	1.200993179074248	0.2714031351438252	1.4897312007629255	0.4219857074876698	0.7379669637954207	2.295998054803073	0.8631117342442757	0.8580661210683407	2.366939749725895	0.2789218104827522	1.9709439711999364	2.5628653043479943	2.6885917277846283	0.6212739333614796	0.0	2.492628599924641	2.720324823579152	2.715808471020441	2.1098611639598204
S190905.4.1	2.666277434283436	2.2342610330635155	0.28327736405470083	0.18634244151562007	2.5956126500243006	2.2972130074239607	0.5109203386723262	0.15746561215357124	2.7786809453179386	2.4854011896228987	2.6796783674512095	2.3617340171910333	2.335236216894236	2.1237966803598916	2.5216325586500723	2.1853390598833298	2.2382472100072532	2.137001850714331	2.5447284641258694	0.18485481303838103	2.6088262111839686	0.2774245635091963	2.567327770813093	2.563177170093456	2.647630286212517	1.987077536535937	0.29217863506372926	1.5623611731795974	2.4342060563581214	2.5935120728010914	2.3225971814534296	2.710588441293507	0.23196722675056364	1.8873873928350944	2.7954399970275197	3.0521662186684266	2.6843298783948875	2.8773799561159183	0.13946130910446783	3.0354947509463086	2.5537817528424522	2.492628599924641	0.0	0.40166597511143076	0.24508727349289225	2.734718869401915
S190905.3.2	2.797176734853235	2.4203872747822954	0.6672017233623374	0.2368637244062498	2.9881489483994703	2.4408762626882883	0.36524945653835805	0.37689695950771235	3.173173088921156	2.669532025050454	2.7752290948829703	2.7435010439792253	2.721615934023303	2.3128093130841108	2.9018830528107946	2.3381744692588953	2.3522169832142987	2.4480126516431016	2.840365580141419	0.4794880119116687	2.7457172043633795	0.6349086993720048	2.672212643525145	2.6769911376550124	3.0455308665386944	2.24954900186387	0.36843514323181614	1.8891811916413654	2.6290244918976957	2.961881216654568	2.5851599767599214	2.84416501370119	0.47629997585548584	2.049085512204824	2.9149499163282004	3.4485306178504964	2.8855316716170396	3.263403922035647	0.2736951178910273	3.436738844307797	2.6973963119747144	2.720324823579152	0.40166597511143076	0.0	0.2771547687652152	3.128833704001793
S190905.5.2	2.8632627963073394	2.4526940487535245	0.4621445389372754	0.17873949599308428	2.811030285155924	2.5021390347541326	0.5588363616905663	0.2724112130960276	2.990858365863213	2.7023208632233984	2.867638008422613	2.5884734001467327	2.5572511878198054	2.339093933868588	2.7489024834977087	2.39387589049467	2.4351462678428515	2.3765683754652263	2.7849061994919913	0.24970416070721185	2.8089035573095833	0.3924562620291966	2.7591711987624103	2.7582610746419642	2.8529137226518624	2.2253653211337507	0.3474838124460412	1.8052968751235976	2.651301987618575	2.82223595550217	2.558706861875052	2.9104022823707174	0.44138121372931655	2.1008947346956157	2.989623263815544	3.258294984905739	2.900172126388426	3.098156960363579	0.1966564768043159	3.2222747231294755	2.75500940465101	2.715808471020441	0.24508727349289225	0.2771547687652152	0.0	2.945818104312676
S191126.4.0	2.8278502282768745	2.3357146319956033	2.511008709272558	2.9107326681845405	0.20001850619194209	2.6091576425933334	3.045931663662592	2.776829033064157	0.13571297508464425	2.414372449177147	3.046187492959079	0.5287307644611032	0.46799686101503285	2.297559511449362	0.4564235787376897	2.5244780629073813	2.758217852460375	1.4105372305493213	1.5412896297160261	2.7185246058231285	2.765106032513376	2.5822893977622723	2.938902313955417	2.8847772935110703	0.32003959140259663	1.8187934322212762	2.85064646574685	1.5390795435926448	2.327866663656777	0.634952087672905	1.8102679077673665	2.830233532325193	2.682710861998976	2.421767694948594	2.9590300896770554	0.3357858541999469	2.365229641298629	0.2947604625047392	2.863346967384883	0.5977348058404826	2.7011977342077866	2.1098611639598204	2.734718869401915	3.128833704001793	2.945818104312676	0.0
